,age,continent,contract_until,position,prefer_foot,reputation,stat_overall,stat_potential,stat_skill_moves,value,contract_until_year,value_won,age_clean,age_obj,won_clean,won_round,won_obj
5121,25,europe,"May 31, 2019",DF,left,1.0,66,72,3.0,750000.0,2019,974737500,2.0,20~25,2.0,97.5,5억~10억
5122,23,africa,2020,ST,right,1.0,66,73,2.0,925000.0,2020,1202176250,2.0,20~25,3.0,120.2,10억~50억
5123,23,europe,2020,DF,right,1.0,66,71,2.0,725000.0,2020,942246250,2.0,20~25,2.0,94.2,5억~10억
5124,21,europe,2020,DF,left,1.0,66,74,2.0,825000.0,2020,1072211250,2.0,20~25,3.0,107.2,10억~50억
5125,30,south america,2021,MF,right,1.0,66,66,3.0,600000.0,2021,779790000,3.0,25~30,2.0,78.0,5억~10억
5126,27,europe,2019,DF,right,1.0,66,67,2.0,600000.0,2019,779790000,3.0,25~30,2.0,78.0,5억~10억
5127,33,europe,2018,DF,right,1.0,66,66,2.0,260000.0,2018,337909000,4.0,30~35,1.0,33.8,1천~5억
5128,38,asia,2018,ST,left,1.0,66,66,3.0,220000.0,2018,285923000,5.0,35~40,1.0,28.6,1천~5억
5129,23,asia,2021,DF,right,1.0,66,72,2.0,750000.0,2021,974737500,2.0,20~25,2.0,97.5,5억~10억
5130,25,europe,2019,DF,left,1.0,66,67,2.0,625000.0,2019,812281250,2.0,20~25,2.0,81.2,5억~10억
5131,26,europe,"Jun 30, 2019",ST,right,1.0,66,67,2.0,775000.0,2019,1007228750,2.0,20~25,3.0,100.7,10억~50억
5132,37,europe,2019,GK,right,1.0,66,66,1.0,40000.0,2019,51986000,5.0,35~40,1.0,5.2,1천~5억
5133,24,asia,2021,DF,right,1.0,66,70,2.0,700000.0,2021,909755000,2.0,20~25,2.0,91.0,5억~10억
5134,21,europe,2021,MF,right,1.0,66,73,4.0,900000.0,2021,1169685000,2.0,20~25,3.0,117.0,10억~50억
5135,30,europe,2019,DF,left,1.0,66,66,2.0,475000.0,2019,617333750,3.0,25~30,2.0,61.7,5억~10억
5136,35,europe,2019,DF,right,1.0,66,66,2.0,150000.0,2019,194947500,4.0,30~35,1.0,19.5,1천~5억
5137,28,europe,2019,DF,right,1.0,66,66,3.0,500000.0,2019,649825000,3.0,25~30,2.0,65.0,5억~10억
5138,25,south america,2021,DF,right,1.0,66,71,2.0,725000.0,2021,942246250,2.0,20~25,2.0,94.2,5억~10억
5139,26,south america,2021,MF,right,1.0,66,66,3.0,700000.0,2021,909755000,2.0,20~25,2.0,91.0,5억~10억
5140,32,europe,2018,MF,left,1.0,66,66,3.0,475000.0,2018,617333750,4.0,30~35,2.0,61.7,5억~10억
5141,30,asia,2019,GK,right,1.0,66,66,1.0,425000.0,2019,552351250,3.0,25~30,2.0,55.2,5억~10억
5142,29,asia,2021,DF,left,1.0,66,66,2.0,500000.0,2021,649825000,3.0,25~30,2.0,65.0,5억~10억
5143,31,europe,2019,MF,right,1.0,66,66,3.0,575000.0,2019,747298750,4.0,30~35,2.0,74.7,5억~10억
5144,24,europe,2020,MF,left,1.0,66,72,3.0,875000.0,2020,1137193750,2.0,20~25,3.0,113.7,10억~50억
5145,25,oceania,2020,MF,right,1.0,66,68,3.0,650000.0,2020,844772500,2.0,20~25,2.0,84.5,5억~10억
5146,24,south america,2018,ST,right,1.0,66,68,3.0,800000.0,2018,1039720000,2.0,20~25,3.0,104.0,10억~50억
5147,34,europe,2019,DF,right,1.0,66,66,2.0,180000.0,2019,233937000,4.0,30~35,1.0,23.4,1천~5억
5148,24,europe,2020,MF,right,1.0,66,69,2.0,675000.0,2020,877263750,2.0,20~25,2.0,87.7,5억~10억
5149,28,asia,2020,MF,left,1.0,66,66,3.0,650000.0,2020,844772500,3.0,25~30,2.0,84.5,5억~10억
5150,22,europe,2019,ST,right,1.0,66,71,2.0,875000.0,2019,1137193750,2.0,20~25,3.0,113.7,10억~50억
5151,20,europe,2022,GK,right,1.0,66,79,1.0,1000000.0,2022,1299650000,1.0,15~20,3.0,130.0,10억~50억
5152,28,south america,2019,MF,left,1.0,66,66,3.0,650000.0,2019,844772500,3.0,25~30,2.0,84.5,5억~10억
5153,32,asia,2021,DF,right,1.0,66,66,2.0,375000.0,2021,487368750,4.0,30~35,1.0,48.7,1천~5억
5154,21,europe,2019,MF,right,1.0,66,75,3.0,1000000.0,2019,1299650000,2.0,20~25,3.0,130.0,10억~50억
5155,25,africa,2020,MF,right,1.0,66,71,2.0,725000.0,2020,942246250,2.0,20~25,2.0,94.2,5억~10억
5156,26,europe,2019,DF,left,1.0,66,69,2.0,675000.0,2019,877263750,2.0,20~25,2.0,87.7,5억~10억
5157,24,europe,2020,DF,right,1.0,66,70,2.0,700000.0,2020,909755000,2.0,20~25,2.0,91.0,5억~10억
5158,25,europe,2019,GK,right,1.0,66,70,1.0,600000.0,2019,779790000,2.0,20~25,2.0,78.0,5억~10억
5159,30,europe,2019,DF,right,1.0,66,66,2.0,475000.0,2019,617333750,3.0,25~30,2.0,61.7,5억~10억
5160,33,europe,2019,MF,right,1.0,66,66,2.0,260000.0,2019,337909000,4.0,30~35,1.0,33.8,1천~5억
5161,21,europe,2023,DF,right,1.0,66,75,2.0,875000.0,2023,1137193750,2.0,20~25,3.0,113.7,10억~50억
5162,30,europe,2019,ST,right,1.0,66,66,2.0,625000.0,2019,812281250,3.0,25~30,2.0,81.2,5억~10억
5163,22,europe,"Jun 30, 2019",DF,right,1.0,66,73,3.0,750000.0,2019,974737500,2.0,20~25,2.0,97.5,5억~10억
5164,27,europe,2020,DF,right,1.0,66,66,2.0,525000.0,2020,682316250,3.0,25~30,2.0,68.2,5억~10억
5165,18,europe,"Jun 30, 2019",DF,right,1.0,66,82,2.0,1200000.0,2019,1559580000,1.0,15~20,3.0,156.0,10억~50억
5166,25,africa,2020,ST,right,1.0,66,69,2.0,825000.0,2020,1072211250,2.0,20~25,3.0,107.2,10억~50억
5167,27,europe,2019,DF,right,1.0,66,66,2.0,525000.0,2019,682316250,3.0,25~30,2.0,68.2,5억~10억
5168,40,south america,2021,GK,right,1.0,66,66,1.0,40000.0,2021,51986000,5.0,35~40,1.0,5.2,1천~5억
5169,18,europe,2021,MF,right,1.0,66,87,3.0,1500000.0,2021,1949475000,1.0,15~20,3.0,194.9,10억~50억
5170,33,europe,2019,DF,left,1.0,66,66,2.0,250000.0,2019,324912500,4.0,30~35,1.0,32.5,1천~5억
5171,20,europe,2019,MF,left,1.0,66,77,3.0,1100000.0,2019,1429615000,1.0,15~20,3.0,143.0,10억~50억
5172,20,south america,2020,DF,right,1.0,66,74,3.0,825000.0,2020,1072211250,1.0,15~20,3.0,107.2,10억~50억
5173,28,europe,2019,DF,right,1.0,66,66,2.0,525000.0,2019,682316250,3.0,25~30,2.0,68.2,5억~10억
5174,29,south america,2023,MF,right,1.0,66,66,2.0,500000.0,2023,649825000,3.0,25~30,2.0,65.0,5억~10억
5175,25,europe,2020,DF,right,1.0,66,69,3.0,675000.0,2020,877263750,2.0,20~25,2.0,87.7,5억~10억
5176,21,europe,"Jun 30, 2019",ST,left,1.0,66,74,3.0,975000.0,2019,1267158750,2.0,20~25,3.0,126.7,10억~50억
5177,24,asia,"Jan 31, 2019",ST,left,1.0,66,70,3.0,850000.0,2019,1104702500,2.0,20~25,3.0,110.5,10억~50억
5178,23,europe,2019,MF,right,1.0,66,71,3.0,850000.0,2019,1104702500,2.0,20~25,3.0,110.5,10억~50억
5179,24,europe,2021,MF,right,1.0,66,69,2.0,825000.0,2021,1072211250,2.0,20~25,3.0,107.2,10억~50억
5180,27,europe,2019,DF,right,1.0,66,66,2.0,550000.0,2019,714807500,3.0,25~30,2.0,71.5,5억~10억
5181,23,europe,2020,MF,left,1.0,66,73,3.0,900000.0,2020,1169685000,2.0,20~25,3.0,117.0,10억~50억
5182,30,asia,2021,DF,right,1.0,66,66,2.0,475000.0,2021,617333750,3.0,25~30,2.0,61.7,5억~10억
5183,19,europe,2023,DF,left,1.0,66,82,4.0,1200000.0,2023,1559580000,1.0,15~20,3.0,156.0,10억~50억
5184,31,europe,2020,DF,right,1.0,66,66,2.0,425000.0,2020,552351250,4.0,30~35,2.0,55.2,5억~10억
5185,31,europe,2019,MF,right,1.0,66,66,3.0,575000.0,2019,747298750,4.0,30~35,2.0,74.7,5억~10억
5186,26,europe,2018,ST,right,1.0,66,67,2.0,775000.0,2018,1007228750,2.0,20~25,3.0,100.7,10억~50억
5187,22,europe,2018,DF,right,1.0,66,73,2.0,750000.0,2018,974737500,2.0,20~25,2.0,97.5,5억~10억
5188,26,south america,2021,ST,left,1.0,66,66,2.0,700000.0,2021,909755000,2.0,20~25,2.0,91.0,5억~10억
5189,21,europe,2020,ST,right,1.0,66,74,2.0,975000.0,2020,1267158750,2.0,20~25,3.0,126.7,10억~50억
5190,25,europe,2019,DF,right,1.0,66,70,2.0,700000.0,2019,909755000,2.0,20~25,2.0,91.0,5억~10억
5191,32,europe,2019,DF,right,1.0,66,66,3.0,350000.0,2019,454877500,4.0,30~35,1.0,45.5,1천~5억
5192,29,europe,2018,ST,right,1.0,66,66,3.0,625000.0,2018,812281250,3.0,25~30,2.0,81.2,5억~10억
5193,28,south america,"Jun 30, 2019",MF,right,1.0,66,66,3.0,525000.0,2019,682316250,3.0,25~30,2.0,68.2,5억~10억
5194,33,asia,2021,DF,right,1.0,66,66,3.0,250000.0,2021,324912500,4.0,30~35,1.0,32.5,1천~5억
5195,25,europe,2021,ST,right,1.0,66,68,3.0,800000.0,2021,1039720000,2.0,20~25,3.0,104.0,10억~50억
5196,22,europe,2023,DF,left,1.0,66,72,2.0,750000.0,2023,974737500,2.0,20~25,2.0,97.5,5억~10억
5197,24,africa,2020,ST,right,1.0,66,72,3.0,875000.0,2020,1137193750,2.0,20~25,3.0,113.7,10억~50억
5198,37,asia,2019,MF,left,1.0,66,66,3.0,220000.0,2019,285923000,5.0,35~40,1.0,28.6,1천~5억
5199,31,europe,2019,DF,right,1.0,66,66,2.0,425000.0,2019,552351250,4.0,30~35,2.0,55.2,5억~10억
5200,21,europe,2021,ST,right,1.0,66,79,2.0,1300000.0,2021,1689545000,2.0,20~25,3.0,169.0,10억~50억
5201,19,europe,2022,MF,left,1.0,66,84,3.0,1400000.0,2022,1819510000,1.0,15~20,3.0,182.0,10억~50억
5202,29,europe,2019,DF,right,1.0,66,67,2.0,575000.0,2019,747298750,3.0,25~30,2.0,74.7,5억~10억
5203,29,south america,2018,DF,right,1.0,66,66,2.0,500000.0,2018,649825000,3.0,25~30,2.0,65.0,5억~10억
5204,24,asia,2021,MF,right,1.0,66,71,3.0,850000.0,2021,1104702500,2.0,20~25,3.0,110.5,10억~50억
5205,20,europe,2021,MF,right,1.0,66,77,3.0,1100000.0,2021,1429615000,1.0,15~20,3.0,143.0,10억~50억
5206,26,europe,2020,MF,right,1.0,66,71,2.0,725000.0,2020,942246250,2.0,20~25,2.0,94.2,5억~10억
5207,28,europe,2020,GK,right,1.0,66,66,1.0,450000.0,2020,584842500,3.0,25~30,2.0,58.5,5억~10억
5208,21,europe,2021,ST,right,1.0,66,72,3.0,900000.0,2021,1169685000,2.0,20~25,3.0,117.0,10억~50억
5209,32,asia,2021,ST,left,1.0,66,66,2.0,525000.0,2021,682316250,4.0,30~35,2.0,68.2,5억~10억
5210,24,africa,2022,MF,right,1.0,66,69,2.0,675000.0,2022,877263750,2.0,20~25,2.0,87.7,5억~10억
5211,26,europe,2019,DF,left,1.0,66,68,2.0,650000.0,2019,844772500,2.0,20~25,2.0,84.5,5억~10억
5212,31,asia,2021,ST,right,1.0,66,66,3.0,575000.0,2021,747298750,4.0,30~35,2.0,74.7,5억~10억
5213,27,asia,2021,MF,right,1.0,66,66,3.0,675000.0,2021,877263750,3.0,25~30,2.0,87.7,5억~10억
5214,25,europe,2020,ST,right,1.0,66,68,3.0,800000.0,2020,1039720000,2.0,20~25,3.0,104.0,10억~50억
5215,22,europe,2021,MF,right,1.0,66,72,3.0,750000.0,2021,974737500,2.0,20~25,2.0,97.5,5억~10억
5216,27,south america,2023,MF,right,1.0,66,67,3.0,600000.0,2023,779790000,3.0,25~30,2.0,78.0,5억~10억
5217,25,europe,2021,DF,right,1.0,66,70,2.0,700000.0,2021,909755000,2.0,20~25,2.0,91.0,5억~10억
5218,29,asia,2021,MF,right,1.0,66,66,3.0,500000.0,2021,649825000,3.0,25~30,2.0,65.0,5억~10억
5219,27,south america,2020,GK,right,1.0,66,70,1.0,575000.0,2020,747298750,3.0,25~30,2.0,74.7,5억~10억
5220,26,europe,2021,MF,right,1.0,66,68,3.0,775000.0,2021,1007228750,2.0,20~25,3.0,100.7,10억~50억
5221,18,africa,2021,MF,right,1.0,66,80,3.0,1200000.0,2021,1559580000,1.0,15~20,3.0,156.0,10억~50억
5222,24,europe,2019,GK,right,1.0,66,72,1.0,650000.0,2019,844772500,2.0,20~25,2.0,84.5,5억~10억
5223,25,europe,2019,MF,right,1.0,66,70,2.0,675000.0,2019,877263750,2.0,20~25,2.0,87.7,5억~10억
5224,25,asia,2021,MF,right,1.0,66,67,3.0,775000.0,2021,1007228750,2.0,20~25,3.0,100.7,10억~50억
5225,29,europe,2020,DF,left,1.0,66,66,2.0,500000.0,2020,649825000,3.0,25~30,2.0,65.0,5억~10억
5226,24,south america,2021,MF,right,1.0,66,71,2.0,725000.0,2021,942246250,2.0,20~25,2.0,94.2,5억~10억
5227,24,europe,2021,MF,right,1.0,66,71,3.0,850000.0,2021,1104702500,2.0,20~25,3.0,110.5,10억~50억
5228,30,europe,2019,ST,right,1.0,66,66,3.0,625000.0,2019,812281250,3.0,25~30,2.0,81.2,5억~10억
5229,27,asia,2021,MF,right,1.0,66,66,4.0,675000.0,2021,877263750,3.0,25~30,2.0,87.7,5억~10억
5230,28,africa,2021,DF,right,1.0,66,66,2.0,500000.0,2021,649825000,3.0,25~30,2.0,65.0,5억~10억
5231,32,africa,2018,GK,left,1.0,66,66,1.0,375000.0,2018,487368750,4.0,30~35,1.0,48.7,1천~5억
5232,23,europe,2020,GK,right,1.0,66,74,1.0,700000.0,2020,909755000,2.0,20~25,2.0,91.0,5억~10억
5233,19,europe,"Jun 30, 2019",MF,left,1.0,66,76,3.0,1000000.0,2019,1299650000,1.0,15~20,3.0,130.0,10억~50억
5234,30,europe,2020,MF,left,1.0,66,66,3.0,600000.0,2020,779790000,3.0,25~30,2.0,78.0,5억~10억
5235,25,africa,2019,MF,right,1.0,66,70,2.0,700000.0,2019,909755000,2.0,20~25,2.0,91.0,5억~10억
5236,23,europe,2020,DF,left,1.0,66,75,2.0,850000.0,2020,1104702500,2.0,20~25,3.0,110.5,10억~50억
5237,27,europe,2021,MF,right,1.0,66,69,2.0,650000.0,2021,844772500,3.0,25~30,2.0,84.5,5억~10억
5238,21,europe,2020,MF,left,1.0,66,76,2.0,1000000.0,2020,1299650000,2.0,20~25,3.0,130.0,10억~50억
5239,25,asia,2021,MF,right,1.0,66,68,3.0,775000.0,2021,1007228750,2.0,20~25,3.0,100.7,10억~50억
5240,24,europe,2019,MF,right,1.0,66,73,3.0,775000.0,2019,1007228750,2.0,20~25,3.0,100.7,10억~50억
5241,25,europe,2019,MF,right,1.0,66,67,3.0,775000.0,2019,1007228750,2.0,20~25,3.0,100.7,10억~50억
5242,21,africa,2022,MF,right,1.0,66,73,2.0,775000.0,2022,1007228750,2.0,20~25,3.0,100.7,10억~50억
5243,22,europe,2021,MF,left,1.0,66,74,3.0,925000.0,2021,1202176250,2.0,20~25,3.0,120.2,10억~50억
5244,28,europe,2019,ST,right,1.0,66,66,3.0,650000.0,2019,844772500,3.0,25~30,2.0,84.5,5억~10억
5245,22,africa,2023,DF,left,1.0,66,73,3.0,750000.0,2023,974737500,2.0,20~25,2.0,97.5,5억~10억
5246,20,south america,2020,MF,right,1.0,66,80,3.0,1400000.0,2020,1819510000,1.0,15~20,3.0,182.0,10억~50억
5247,22,africa,2022,ST,right,1.0,66,75,3.0,1000000.0,2022,1299650000,2.0,20~25,3.0,130.0,10억~50억
5248,33,south america,2019,DF,left,1.0,66,66,2.0,260000.0,2019,337909000,4.0,30~35,1.0,33.8,1천~5억
5249,22,europe,2021,DF,right,1.0,66,75,2.0,850000.0,2021,1104702500,2.0,20~25,3.0,110.5,10억~50억
5250,21,africa,2020,MF,right,1.0,66,76,3.0,1000000.0,2020,1299650000,2.0,20~25,3.0,130.0,10억~50억
5251,21,south america,2019,MF,left,1.0,66,75,3.0,1000000.0,2019,1299650000,2.0,20~25,3.0,130.0,10억~50억
5252,27,europe,2018,ST,right,1.0,66,66,3.0,675000.0,2018,877263750,3.0,25~30,2.0,87.7,5억~10억
5253,25,europe,2020,DF,left,1.0,66,69,2.0,675000.0,2020,877263750,2.0,20~25,2.0,87.7,5억~10억
5254,19,africa,2022,MF,right,1.0,66,81,3.0,1400000.0,2022,1819510000,1.0,15~20,3.0,182.0,10억~50억
5255,24,europe,2022,DF,left,1.0,66,71,3.0,725000.0,2022,942246250,2.0,20~25,2.0,94.2,5억~10억
5256,27,europe,2020,DF,left,1.0,66,67,2.0,600000.0,2020,779790000,3.0,25~30,2.0,78.0,5억~10억
5257,22,europe,2019,MF,right,1.0,66,74,3.0,950000.0,2019,1234667500,2.0,20~25,3.0,123.5,10억~50억
5258,30,europe,2018,ST,right,1.0,66,66,2.0,625000.0,2018,812281250,3.0,25~30,2.0,81.2,5억~10억
5259,19,europe,"Jun 30, 2019",MF,right,1.0,66,75,3.0,975000.0,2019,1267158750,1.0,15~20,3.0,126.7,10억~50억
5260,27,asia,2021,MF,right,1.0,66,66,2.0,675000.0,2021,877263750,3.0,25~30,2.0,87.7,5억~10억
5261,29,europe,2020,MF,right,1.0,66,66,3.0,625000.0,2020,812281250,3.0,25~30,2.0,81.2,5억~10억
5262,32,europe,2019,ST,right,1.0,66,66,3.0,500000.0,2019,649825000,4.0,30~35,2.0,65.0,5억~10억
5263,32,europe,2019,ST,right,1.0,66,66,2.0,525000.0,2019,682316250,4.0,30~35,2.0,68.2,5억~10억
5264,29,europe,2020,DF,right,1.0,66,66,2.0,500000.0,2020,649825000,3.0,25~30,2.0,65.0,5억~10억
5265,23,europe,2019,MF,right,1.0,66,75,3.0,1000000.0,2019,1299650000,2.0,20~25,3.0,130.0,10억~50억
5266,30,asia,2021,DF,right,1.0,66,66,2.0,475000.0,2021,617333750,3.0,25~30,2.0,61.7,5억~10억
5267,18,europe,"Jun 30, 2019",MF,right,1.0,66,78,3.0,1100000.0,2019,1429615000,1.0,15~20,3.0,143.0,10억~50억
5268,28,africa,2020,ST,right,1.0,66,66,3.0,650000.0,2020,844772500,3.0,25~30,2.0,84.5,5억~10억
5269,29,europe,"Jun 30, 2019",DF,left,1.0,66,66,2.0,475000.0,2019,617333750,3.0,25~30,2.0,61.7,5억~10억
5270,26,europe,2019,MF,left,1.0,66,69,2.0,775000.0,2019,1007228750,2.0,20~25,3.0,100.7,10억~50억
5271,21,south america,2021,DF,right,1.0,66,76,2.0,900000.0,2021,1169685000,2.0,20~25,3.0,117.0,10억~50억
5272,27,europe,2021,ST,right,1.0,66,66,3.0,675000.0,2021,877263750,3.0,25~30,2.0,87.7,5억~10억
5273,35,europe,2019,MF,right,1.0,66,66,3.0,280000.0,2019,363902000,4.0,30~35,1.0,36.4,1천~5억
5274,29,africa,2020,DF,right,1.0,66,66,2.0,500000.0,2020,649825000,3.0,25~30,2.0,65.0,5억~10억
5275,27,south america,"Dec 31, 2018",MF,right,1.0,66,66,2.0,650000.0,2018,844772500,3.0,25~30,2.0,84.5,5억~10억
5276,24,europe,2019,DF,left,1.0,66,70,2.0,700000.0,2019,909755000,2.0,20~25,2.0,91.0,5억~10억
5277,29,europe,2020,MF,right,1.0,66,66,3.0,500000.0,2020,649825000,3.0,25~30,2.0,65.0,5억~10억
5278,29,europe,2019,MF,right,1.0,66,66,2.0,500000.0,2019,649825000,3.0,25~30,2.0,65.0,5억~10억
5279,22,europe,"Jun 30, 2019",ST,right,1.0,66,72,3.0,900000.0,2019,1169685000,2.0,20~25,3.0,117.0,10억~50억
5280,30,africa,2019,DF,right,1.0,66,66,2.0,475000.0,2019,617333750,3.0,25~30,2.0,61.7,5억~10억
5281,23,europe,2021,DF,left,1.0,66,70,2.0,700000.0,2021,909755000,2.0,20~25,2.0,91.0,5억~10억
5282,32,europe,2020,ST,right,1.0,66,66,3.0,525000.0,2020,682316250,4.0,30~35,2.0,68.2,5억~10억
5283,35,europe,2019,GK,right,1.0,66,66,1.0,150000.0,2019,194947500,4.0,30~35,1.0,19.5,1천~5억
5284,25,europe,2021,MF,left,1.0,66,69,2.0,675000.0,2021,877263750,2.0,20~25,2.0,87.7,5억~10억
5285,22,europe,2019,MF,left,1.0,66,74,3.0,950000.0,2019,1234667500,2.0,20~25,3.0,123.5,10억~50억
5286,25,europe,2020,MF,right,1.0,66,69,3.0,800000.0,2020,1039720000,2.0,20~25,3.0,104.0,10억~50억
5287,18,europe,2022,DF,right,1.0,66,80,2.0,1200000.0,2022,1559580000,1.0,15~20,3.0,156.0,10억~50억
5288,31,asia,2020,GK,right,1.0,66,66,1.0,400000.0,2020,519860000,4.0,30~35,2.0,52.0,5억~10억
5289,25,europe,2021,GK,right,1.0,66,71,1.0,625000.0,2021,812281250,2.0,20~25,2.0,81.2,5억~10억
5290,18,europe,2019,MF,left,1.0,66,81,2.0,1300000.0,2019,1689545000,1.0,15~20,3.0,169.0,10억~50억
5291,27,europe,2020,DF,right,1.0,66,67,2.0,600000.0,2020,779790000,3.0,25~30,2.0,78.0,5억~10억
5292,22,europe,2019,MF,right,1.0,66,77,3.0,1100000.0,2019,1429615000,2.0,20~25,3.0,143.0,10억~50억
5293,29,asia,2019,ST,right,1.0,66,66,3.0,650000.0,2019,844772500,3.0,25~30,2.0,84.5,5억~10억
5294,24,asia,2021,ST,right,1.0,66,72,2.0,900000.0,2021,1169685000,2.0,20~25,3.0,117.0,10억~50억
5295,19,europe,2021,GK,right,1.0,66,78,1.0,875000.0,2021,1137193750,1.0,15~20,3.0,113.7,10억~50억
5296,26,oceania,2021,ST,left,1.0,66,67,3.0,750000.0,2021,974737500,2.0,20~25,2.0,97.5,5억~10억
5297,24,south america,2023,MF,right,1.0,66,71,3.0,850000.0,2023,1104702500,2.0,20~25,3.0,110.5,10억~50억
5298,23,south america,2021,ST,right,1.0,66,73,3.0,925000.0,2021,1202176250,2.0,20~25,3.0,120.2,10억~50억
5299,29,asia,2021,DF,right,1.0,66,66,2.0,475000.0,2021,617333750,3.0,25~30,2.0,61.7,5억~10억
5300,22,europe,2021,GK,right,1.0,66,71,1.0,625000.0,2021,812281250,2.0,20~25,2.0,81.2,5억~10억
5301,23,south america,2019,ST,right,1.0,66,74,3.0,950000.0,2019,1234667500,2.0,20~25,3.0,123.5,10억~50억
5302,28,europe,2019,MF,right,1.0,66,66,3.0,650000.0,2019,844772500,3.0,25~30,2.0,84.5,5억~10억
5303,20,africa,2020,MF,right,1.0,66,77,4.0,1100000.0,2020,1429615000,1.0,15~20,3.0,143.0,10억~50억
5304,21,south america,2020,ST,right,1.0,66,76,2.0,1100000.0,2020,1429615000,2.0,20~25,3.0,143.0,10억~50억
5305,30,europe,2019,ST,right,1.0,66,66,2.0,625000.0,2019,812281250,3.0,25~30,2.0,81.2,5억~10억
5306,28,europe,2019,DF,left,1.0,66,66,3.0,500000.0,2019,649825000,3.0,25~30,2.0,65.0,5억~10억
5307,24,europe,2019,MF,left,1.0,66,70,2.0,825000.0,2019,1072211250,2.0,20~25,3.0,107.2,10억~50억
5308,30,europe,2021,GK,right,1.0,66,66,1.0,425000.0,2021,552351250,3.0,25~30,2.0,55.2,5억~10억
5309,30,europe,2019,GK,right,1.0,66,66,1.0,425000.0,2019,552351250,3.0,25~30,2.0,55.2,5억~10억
5310,24,europe,2019,MF,right,1.0,66,68,3.0,800000.0,2019,1039720000,2.0,20~25,3.0,104.0,10억~50억
5311,24,europe,2019,DF,right,1.0,66,69,2.0,675000.0,2019,877263750,2.0,20~25,2.0,87.7,5억~10억
5312,32,europe,2019,MF,left,1.0,66,66,3.0,500000.0,2019,649825000,4.0,30~35,2.0,65.0,5억~10억
5313,21,europe,2021,DF,right,1.0,66,75,2.0,875000.0,2021,1137193750,2.0,20~25,3.0,113.7,10억~50억
5314,22,europe,2019,MF,right,1.0,66,75,3.0,1000000.0,2019,1299650000,2.0,20~25,3.0,130.0,10억~50억
5315,28,asia,2019,MF,right,1.0,66,67,2.0,575000.0,2019,747298750,3.0,25~30,2.0,74.7,5억~10억
5316,26,south america,"Jun 30, 2019",DF,left,1.0,66,67,2.0,625000.0,2019,812281250,2.0,20~25,2.0,81.2,5억~10억
5317,22,europe,2020,MF,right,1.0,66,77,3.0,1100000.0,2020,1429615000,2.0,20~25,3.0,143.0,10억~50억
5318,21,europe,2021,DF,right,1.0,66,74,2.0,825000.0,2021,1072211250,2.0,20~25,3.0,107.2,10억~50억
5319,24,europe,2020,MF,right,1.0,66,70,3.0,850000.0,2020,1104702500,2.0,20~25,3.0,110.5,10억~50억
5320,27,europe,2019,MF,left,1.0,66,66,3.0,675000.0,2019,877263750,3.0,25~30,2.0,87.7,5억~10억
5321,22,europe,2019,MF,left,1.0,66,74,3.0,825000.0,2019,1072211250,2.0,20~25,3.0,107.2,10억~50억
5322,23,asia,2020,MF,right,1.0,66,73,2.0,775000.0,2020,1007228750,2.0,20~25,3.0,100.7,10억~50억
5323,34,asia,2021,DF,right,1.0,66,66,2.0,200000.0,2021,259930000,4.0,30~35,1.0,26.0,1천~5억
5324,19,asia,"Jun 30, 2019",MF,left,1.0,66,75,3.0,975000.0,2019,1267158750,1.0,15~20,3.0,126.7,10억~50억
5325,21,africa,2022,GK,right,1.0,66,77,1.0,875000.0,2022,1137193750,2.0,20~25,3.0,113.7,10억~50억
5326,24,europe,2019,DF,right,1.0,66,71,2.0,725000.0,2019,942246250,2.0,20~25,2.0,94.2,5억~10억
5327,30,africa,2018,ST,right,1.0,66,66,3.0,625000.0,2018,812281250,3.0,25~30,2.0,81.2,5억~10억
5328,32,south america,2018,ST,right,1.0,66,66,3.0,500000.0,2018,649825000,4.0,30~35,2.0,65.0,5억~10억
5329,31,europe,2019,DF,left,1.0,66,66,3.0,425000.0,2019,552351250,4.0,30~35,2.0,55.2,5억~10억
5330,32,europe,2019,MF,right,1.0,66,66,2.0,375000.0,2019,487368750,4.0,30~35,1.0,48.7,1천~5억
5331,34,europe,2019,DF,left,1.0,66,66,2.0,180000.0,2019,233937000,4.0,30~35,1.0,23.4,1천~5억
5332,25,europe,2021,DF,right,1.0,66,69,2.0,675000.0,2021,877263750,2.0,20~25,2.0,87.7,5억~10억
5333,22,europe,2019,MF,right,1.0,66,73,3.0,900000.0,2019,1169685000,2.0,20~25,3.0,117.0,10억~50억
5334,28,europe,2019,GK,right,1.0,66,67,1.0,525000.0,2019,682316250,3.0,25~30,2.0,68.2,5억~10억
5335,20,europe,2023,DF,right,1.0,66,74,2.0,825000.0,2023,1072211250,1.0,15~20,3.0,107.2,10억~50억
5336,23,europe,2020,DF,right,1.0,66,74,3.0,800000.0,2020,1039720000,2.0,20~25,3.0,104.0,10억~50억
5337,24,europe,2019,ST,right,1.0,66,73,3.0,925000.0,2019,1202176250,2.0,20~25,3.0,120.2,10억~50억
5338,20,europe,2019,MF,left,1.0,66,78,3.0,1000000.0,2019,1299650000,1.0,15~20,3.0,130.0,10억~50억
5339,29,europe,2019,MF,right,1.0,66,66,3.0,625000.0,2019,812281250,3.0,25~30,2.0,81.2,5억~10억
5340,33,south america,2020,ST,right,1.0,66,66,3.0,400000.0,2020,519860000,4.0,30~35,2.0,52.0,5억~10억
